,vintage,age,gender,dependents,occupation,city,customer_nw_category,branch_code,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,churn,last_transaction
281,2301,54,Female,0.0,self_employed,1034.0,3,1272,1490.51,2726.94,3079.11,4933.8,0.03,0.03,1236.46,1142.89,1757.77,3473.49,0,2019-10-02
282,1938,33,Female,0.0,salaried,409.0,3,1408,49.98,49.98,3722.6,674.67,0.49,18589.0,0.49,18571.91,49.98,10228.8,0,2019-11-12
285,2137,60,Male,0.0,self_employed,294.0,3,372,2393.6,2479.32,2165.37,1267.19,0.6,100.6,172.03,0.6,2417.25,2443.83,0,2019-11-13
287,2399,53,Female,0.0,self_employed,1020.0,1,1027,2047.77,1612.13,4301.39,5436.26,316.29,1214.86,66.36,5714.86,1996.37,4680.7,1,2019-12-06
289,2105,31,Male,0.0,self_employed,146.0,3,1268,935.82,935.82,2544.67,3317.51,0.27,0.27,0.27,2187.44,935.82,2677.09,1,2019-09-07
290,2285,75,Male,0.0,retired,834.0,2,106,4151.56,4151.56,3683.24,3406.56,0.01,834.06,0.01,142.87,4151.56,3580.64,0,2019-12-02
291,1950,56,Male,2.0,self_employed,454.0,2,1480,2653.58,3786.8,1708.19,602.99,286.0,10576.53,3491.83,8079.22,1987.57,2731.56,1,2019-12-21
292,1466,6,Female,0.0,student,1020.0,2,32,3127.64,3056.21,2641.46,1490.73,0.4,0.4,0.4,0.4,3127.64,3056.21,1,NaT
293,1812,24,Male,0.0,salaried,575.0,2,3,5834.67,5870.38,5745.66,299.47,0.57,0.57,36.29,0.57,5855.6,5870.38,0,2019-10-04
295,2356,70,Male,0.0,self_employed,1020.0,1,14,3075.61,3075.61,3075.61,3056.59,0.49,0.49,0.49,0.49,3075.61,3075.61,0,2019-02-15
296,2241,52,Male,0.0,salaried,221.0,3,68,2653.6,2645.49,2658.08,2643.43,0.57,0.57,0.57,0.57,2648.69,2644.88,0,NaT
298,2341,34,Male,0.0,salaried,102.0,2,826,6138.46,6491.04,6305.66,4474.17,0.43,0.43,353.01,0.43,6211.4,6491.04,0,2019-02-27
299,2294,35,Female,0.0,salaried,1020.0,2,12,233.48,2077.59,1848.09,1959.74,0.19,0.19,1844.29,447.58,1250.92,2195.91,0,2019-10-13
302,2311,48,Female,0.0,self_employed,594.0,2,672,6885.54,7325.23,7515.04,6775.89,0.27,0.27,285.99,857.41,7027.9,7730.53,0,2019-09-14
303,2019,55,Male,0.0,salaried,1020.0,2,19,4265.8,4270.7,4270.48,4240.4,0.29,0.29,0.29,0.29,4270.03,4270.7,0,NaT
305,1774,61,Female,0.0,self_employed,745.0,2,298,1536.82,6840.93,6236.4,7920.96,243.49,243.49,5300.63,0.63,2814.6,6898.03,1,2019-12-18
306,2448,29,Male,0.0,self_employed,1020.0,2,37,4634.83,6040.09,7128.58,7278.22,948.37,826.11,212.95,3096.76,4854.5,7558.51,0,2019-12-17
309,2424,52,Female,0.0,self_employed,1096.0,2,249,3821.35,3821.35,3821.35,3798.22,0.13,0.13,0.13,0.13,3821.35,3821.35,0,2019-03-14
311,2259,36,Female,0.0,self_employed,238.0,2,1335,4135.04,4135.04,4135.04,4108.84,0.23,0.23,0.23,0.23,4135.04,4135.04,0,NaT
312,1845,60,Male,0.0,salaried,1020.0,1,5,1642.26,3169.34,3246.75,2817.56,1052.13,0.39,2857.53,15000.39,673.35,3652.88,0,2019-12-26
315,2377,28,Male,0.0,self_employed,751.0,2,1363,4746.17,4743.62,4742.63,4711.06,0.23,0.23,0.23,0.23,4745.82,4742.18,0,2019-05-08
316,2209,50,Female,0.0,salaried,1585.0,3,2644,4390.99,4390.99,4390.99,4369.11,0.09,0.09,0.09,0.09,4390.99,4390.99,0,2019-06-28
319,2350,61,Female,0.0,self_employed,575.0,2,1394,1226.72,1367.43,3313.02,4018.8,0.07,7422.57,142.93,8928.64,1240.88,5689.64,1,2019-11-08
320,1631,53,Female,0.0,self_employed,1096.0,2,530,1681.07,1852.5,1600.07,2360.36,0.49,143.34,0.49,128.59,1745.11,533.42,0,2019-11-19
321,1567,33,Male,0.0,self_employed,1270.0,3,2134,3124.75,3121.62,3117.31,3091.42,0.03,0.03,0.03,0.03,3123.24,3115.74,0,NaT
324,2413,21,Male,0.0,student,1085.0,1,135,689.86,747.65,2446.59,12430.97,0.69,0.69,0.69,7857.83,719.84,1351.73,0,2019-10-19
326,2209,39,Male,0.0,salaried,156.0,3,2527,1741.68,2529.86,2448.21,2909.38,0.11,0.11,788.3,0.11,2284.92,2529.86,0,2019-07-24
328,2399,47,Female,0.0,self_employed,1232.0,3,837,6299.99,5985.7,6005.4,5588.83,314.59,0.3,0.3,0.3,6115.75,5985.7,0,2019-12-22
331,1656,60,Female,0.0,self_employed,104.0,3,2158,1257.16,4067.44,4165.99,2568.53,0.57,0.57,2796.57,0.57,2029.45,4068.37,1,2019-10-24
332,1839,26,Male,0.0,self_employed,1585.0,3,2644,2360.45,2266.57,1880.09,2011.7,0.6,0.6,682.16,243.46,2207.28,1647.89,0,2019-07-21
333,2301,39,Female,0.0,self_employed,318.0,1,1306,3780.22,3074.88,2929.49,1073.78,389.76,0.59,25.22,517.92,3504.16,2763.63,0,2019-12-27
337,2349,44,Male,2.0,self_employed,1598.0,2,468,1366.21,1921.91,1902.15,891.98,0.36,0.36,0.36,0.36,1634.48,2172.88,0,2019-10-11
338,1237,67,Male,2.0,retired,834.0,2,8,7834.62,7772.37,7728.47,6105.63,0.53,0.53,0.53,0.53,7797.81,7744.1,0,2019-07-22
339,2186,41,Male,3.0,salaried,977.0,3,2243,1646.63,2663.23,1828.28,958.86,57.71,0.57,985.37,3650.0,1849.93,2432.88,0,2019-12-05
340,1844,40,Female,0.0,self_employed,334.0,3,1875,1886.36,2248.05,2231.52,2429.14,0.14,0.14,314.43,0.14,2069.28,2268.85,1,2019-06-02
341,1878,39,Female,0.0,self_employed,996.0,2,812,4349.95,4349.95,4349.95,4354.22,0.41,0.41,0.41,0.41,4349.95,4349.95,0,NaT
343,2147,22,Female,0.0,student,1351.0,3,1431,3576.66,3582.26,2170.11,133.07,0.53,3539.24,6.13,357.67,3578.71,2710.27,0,2019-11-09
344,2067,41,Male,2.0,self_employed,745.0,3,1987,1338.22,1423.93,1494.6,1294.65,1429.19,0.61,1429.19,0.61,1645.61,1434.99,0,2019-12-11
345,2132,65,Female,0.0,self_employed,334.0,2,206,1369.66,1533.18,2806.7,5066.79,1285.74,0.03,1307.07,1700.16,1697.87,2863.32,0,2019-12-10
346,2092,47,Female,0.0,self_employed,834.0,3,1927,4839.68,2393.96,2276.96,957.88,0.66,72.09,0.66,0.66,3581.45,2365.39,0,2019-11-08
347,2337,80,Female,0.0,self_employed,66.0,3,1427,2980.05,2980.05,2980.05,2962.16,0.47,0.47,0.47,0.47,2980.05,2980.05,0,2019-03-08
351,2305,26,Male,0.0,student,1096.0,2,1070,5427.68,5427.68,7299.54,8225.89,0.31,0.31,0.31,0.31,5427.68,8189.55,0,NaT
353,2341,65,Female,0.0,self_employed,1020.0,2,1357,4250.35,770.71,1447.88,766.02,494.63,494.63,575.82,2132.05,1693.28,837.44,0,2019-12-07
355,2099,52,Male,0.0,self_employed,1026.0,2,1111,7491.74,6563.17,6357.01,8824.42,929.0,597.94,0.43,0.43,6927.7,6177.67,0,2019-12-31
356,2189,47,Female,0.0,self_employed,1037.0,2,2953,2415.04,2429.32,2435.24,1681.81,0.46,0.46,0.46,4.89,2418.49,2435.98,0,2019-10-17
359,2231,53,Female,0.0,self_employed,834.0,3,1224,2638.96,2637.98,2690.59,3047.57,0.09,0.09,0.09,33.09,2640.63,2666.32,0,2019-05-14
360,2353,51,Female,0.0,self_employed,1540.0,1,1259,676.16,1312.69,6825.02,44442.93,1050.39,1050.39,1686.91,0.27,1245.01,1177.19,1,2019-12-04
361,2125,54,Female,0.0,self_employed,1096.0,3,319,1917.69,1057.26,1643.39,1429.73,63.09,5095.69,331.23,5584.76,1535.15,1832.14,0,2019-12-26
362,2288,24,Male,0.0,self_employed,538.0,3,760,2926.73,6762.43,6213.81,6212.53,285.81,714.39,5550.09,0.1,5706.43,6821.26,0,2019-12-26
363,2349,24,Male,0.0,self_employed,1299.0,2,2327,1476.47,2961.71,1883.51,297.62,0.23,2143.09,2284.44,512.94,2299.67,2092.59,0,2019-11-16
366,2384,32,Male,0.0,self_employed,1403.0,3,1076,3970.64,3970.64,3970.64,2197.26,0.2,0.2,0.2,0.2,3970.64,3970.64,0,2019-09-05
370,2091,70,Female,0.0,self_employed,1020.0,2,3192,1660.27,1660.27,1822.8,3236.69,0.3,0.3,0.3,256.5,1660.27,1891.68,0,2019-07-19
372,2276,61,Female,0.0,self_employed,372.0,2,1821,1710.67,1710.67,1710.67,1699.83,0.19,0.19,0.19,0.19,1710.67,1710.67,0,NaT
373,1946,50,Male,0.0,self_employed,615.0,2,2205,1324.67,1593.51,3014.86,4446.5,0.06,0.06,328.63,2857.2,1511.11,3252.5,0,2019-10-31
374,1709,39,Male,1.0,salaried,653.0,3,706,2091.15,1555.26,1446.68,897.49,700.09,1714.37,383.26,356.67,1679.62,812.45,0,2019-12-28
375,2343,44,Female,0.0,self_employed,836.0,3,382,1927.44,2582.06,2094.56,2291.58,0.69,0.69,3512.44,72.11,2363.81,2406.94,0,2019-09-03
378,2254,23,Female,0.0,student,1096.0,2,438,2440.37,2440.37,2440.37,2985.15,0.5,0.5,0.5,0.5,2440.37,2440.37,0,2019-08-15
384,2338,54,Female,0.0,self_employed,334.0,3,377,253.98,2287.78,1986.4,1115.23,0.46,0.46,0.46,0.46,765.61,2893.82,0,2019-10-16
386,1867,22,Male,0.0,salaried,649.0,2,1844,3674.8,3753.48,3842.96,1684.27,0.23,0.64,88.93,245.3,3718.13,4276.02,0,2019-11-05
388,2212,90,Male,0.0,self_employed,1043.0,2,2037,2632.73,2632.73,2632.73,3029.25,0.56,0.56,0.56,0.56,2632.73,2632.73,0,2019-07-31
389,1984,61,Female,0.0,salaried,479.0,3,234,2159.16,3034.77,2517.64,1522.83,1678.36,849.16,2496.83,57.69,2742.83,2235.72,0,2019-12-08
391,1873,71,Female,0.0,self_employed,1525.0,3,408,4025.3,3853.87,3786.11,3241.07,171.84,171.84,0.41,0.41,3960.27,3787.51,0,2019-12-13
392,2308,35,Male,0.0,self_employed,15.0,2,48,2111.72,2561.72,1828.65,822.26,64.73,1326.16,514.73,129.01,2473.3,1610.29,0,2019-12-14
393,2326,35,Female,0.0,self_employed,1084.0,3,358,1434.09,1434.09,1434.09,942.28,0.14,0.14,0.14,0.14,1434.09,1434.09,0,NaT
394,2468,60,Female,0.0,self_employed,1096.0,2,363,977.78,2596.22,2013.4,1039.79,1038.13,3704.04,2166.98,4697.81,2515.34,2712.19,0,2019-12-19
397,2229,43,Male,0.0,salaried,996.0,3,343,4005.96,3752.53,3174.02,3109.33,0.31,0.31,428.89,571.74,3532.21,3118.47,0,2019-10-20
398,2000,35,Male,0.0,salaried,1593.0,2,211,4482.78,4560.05,4261.33,4072.84,235.4,349.17,341.24,89.59,4326.46,4342.92,0,2019-12-31
400,2281,36,Male,3.0,self_employed,409.0,3,433,3297.9,3308.2,3257.55,3183.86,0.1,0.1,0.1,0.1,3302.87,3289.68,0,NaT
401,2089,48,Male,1.0,salaried,525.0,3,29,6695.64,7353.42,5330.7,6857.1,0.57,163.71,4973.73,2846.27,6585.14,5582.14,0,2019-12-01
403,2331,73,Male,2.0,salaried,1020.0,2,356,4749.95,3346.67,2808.56,2623.91,1492.26,1024.63,88.97,77.41,3765.19,2681.18,0,2019-12-22
404,2083,29,Male,0.0,self_employed,146.0,3,2778,1802.77,1745.62,1763.31,1299.75,200.3,200.3,0.3,0.3,1870.75,1806.45,0,2019-12-13
405,1980,71,Male,0.0,retired,1096.0,3,273,5471.59,5471.59,5471.59,5436.93,0.51,0.51,0.51,0.51,5471.59,5471.59,0,NaT
406,1914,38,Male,0.0,salaried,1269.0,2,421,5087.55,5087.55,4619.04,3492.16,0.5,714.79,0.5,0.5,5087.55,4811.05,0,2019-11-14
410,2389,53,Male,0.0,salaried,1477.0,2,415,2678.91,2678.91,2678.91,2398.38,0.07,0.07,0.07,0.07,2678.91,2678.91,0,2019-08-15
411,2309,14,Male,0.0,student,146.0,1,386,2676.85,2691.14,2672.53,2579.01,0.04,0.04,0.04,0.04,2677.34,2691.6,0,2019-10-21
412,2185,55,Female,0.0,self_employed,1232.0,1,52,3614.8,3614.8,3531.47,3369.52,0.17,0.17,0.17,0.17,3614.8,3580.08,0,2019-02-14
413,2012,77,Female,0.0,self_employed,1096.0,1,27,7337.71,6694.51,7075.85,5051.02,1017.53,1373.04,374.33,1559.33,7389.77,7394.92,0,2019-12-12
415,1951,51,Male,0.0,self_employed,1598.0,3,1087,2140.74,2426.45,1755.36,960.27,0.34,1143.2,286.06,0.34,2160.44,1984.06,0,2019-11-14
416,2381,24,Female,0.0,student,1020.0,3,1402,3460.39,3376.1,3415.08,3684.23,132.97,71.54,77.26,150.11,3428.62,3393.38,0,2019-12-18
417,1901,64,Female,0.0,self_employed,1020.0,3,501,2084.21,1775.51,1992.59,2909.08,173.83,0.49,108.9,106.48,1873.0,1850.73,0,2019-12-31
418,2243,28,Male,1.0,salaried,834.0,3,2675,2750.7,2345.61,3180.86,4630.91,1243.5,386.56,1305.44,85.37,2816.46,2260.68,0,2019-12-25
419,1912,86,Male,1.0,retired,1020.0,1,114,6789.15,5655.03,5584.45,4390.34,1147.19,50.6,14.89,59.17,5735.59,5631.94,0,2019-12-30
420,1557,36,Female,0.0,self_employed,102.0,3,113,8401.85,8541.27,8143.12,6374.47,1.29,1140.11,130.54,0.29,8463.66,8320.66,0,2019-12-18
421,1693,27,Female,0.0,self_employed,1494.0,3,1008,3565.7,2155.7,2633.05,3167.1,1767.29,0.14,357.29,0.14,2569.3,2155.7,0,2019-12-24
422,2048,39,Male,2.0,self_employed,1381.0,3,790,7668.45,1361.61,2217.85,1329.2,1714.33,0.04,24611.06,987.59,3728.05,1329.96,0,2019-12-17
423,2399,27,Female,0.0,self_employed,996.0,2,1379,2630.16,1401.59,1627.38,3319.37,1400.53,0.53,0.53,0.53,1636.57,1536.62,0,2019-12-27
424,2236,40,Female,0.0,self_employed,491.0,2,2535,6224.13,6224.13,5672.13,4936.83,0.1,685.81,0.1,0.1,6224.13,5754.9,0,2019-11-30
425,2097,56,Female,0.0,self_employed,575.0,2,44,1405.32,1391.03,1459.26,1333.13,142.96,142.96,271.53,171.53,1327.49,1548.25,0,2019-12-21
428,2378,63,Male,0.0,self_employed,1020.0,3,819,2093.2,2093.2,2093.2,2081.04,0.47,0.47,0.47,0.47,2093.2,2093.2,0,NaT
429,2303,33,Male,2.0,self_employed,1096.0,3,292,1869.58,1882.65,2128.96,2765.81,0.14,214.43,13.21,1000.14,1872.74,2004.77,0,2019-11-30
430,2129,44,Male,0.0,self_employed,762.0,2,195,1843.14,1843.14,1895.9,3027.73,0.39,0.39,0.39,0.39,1843.14,1843.14,0,NaT
431,2216,51,Female,0.0,self_employed,146.0,2,1746,1475.26,3463.54,2319.19,1697.93,0.31,0.31,2839.15,939.91,1606.97,731.34,0,2019-10-15
432,2303,76,Male,0.0,self_employed,1020.0,1,60,1463.67,1463.67,1463.67,1540.99,0.59,0.59,0.59,0.59,1463.67,1463.67,0,2019-03-09
434,1942,78,Male,0.0,self_employed,1271.0,1,101,5160.25,5357.27,4347.68,857.65,43.0,43.0,240.02,0.14,5354.62,5339.3,0,2019-12-17
437,2167,58,Male,2.0,salaried,1169.0,3,2103,4330.44,4851.45,3928.97,3693.5,0.2,1428.77,495.17,266.6,4419.89,3582.89,0,2019-11-30
439,2440,40,Male,2.0,self_employed,1286.0,3,761,5092.49,5243.9,5118.67,4485.8,150.36,0.36,150.36,0.36,5102.93,5243.9,0,2019-12-10
440,2241,42,Female,0.0,self_employed,1020.0,2,490,4746.58,4395.18,4018.77,4236.46,0.63,0.63,0.63,0.63,4485.26,3609.94,0,NaT
441,2285,20,Male,0.0,student,1020.0,3,668,1775.47,1775.47,1747.34,1564.87,0.53,31.39,0.53,0.53,1775.47,1749.59,0,2019-11-28
446,2341,35,Female,0.0,self_employed,649.0,2,54,3267.88,3693.17,2988.72,1048.51,0.24,0.24,1139.81,45.37,2999.16,3288.61,0,2019-01-29
449,2188,36,Female,0.0,self_employed,1181.0,3,2643,6128.43,6128.43,6128.43,6093.81,0.49,0.49,0.49,0.49,6128.43,6128.43,0,2019-06-27
450,2281,34,Male,0.0,self_employed,171.0,2,1802,3050.77,2407.91,2415.3,1706.57,643.53,0.67,0.67,0.67,2430.08,2407.91,0,2019-12-31
451,1994,32,Male,0.0,self_employed,904.0,2,296,2449.78,2453.42,2416.39,2700.45,0.1,0.1,0.1,2.5,2453.29,2421.13,1,2019-07-06
453,2052,34,Male,0.0,self_employed,1232.0,2,29,2930.15,2273.01,2627.81,2583.37,0.21,1000.21,0.21,485.93,2930.15,2526.46,0,2019-12-01
454,2063,72,Male,0.0,salaried,557.0,2,284,6628.76,6200.38,5268.04,3336.99,0.59,0.59,240.16,265.44,5582.0,5344.0,0,NaT
455,2377,69,Male,0.0,retired,334.0,2,260,619.54,1640.97,1787.34,2170.41,0.14,4285.86,1485.86,4647.14,1169.54,2109.59,1,2019-11-26
456,1849,50,Male,6.0,salaried,1096.0,3,1985,3085.89,4223.89,4523.48,8747.95,0.7,0.7,0.7,0.7,3360.58,4480.86,0,2019-06-07
457,2295,55,Male,3.0,self_employed,834.0,3,18,1599.01,1699.01,2691.81,3292.5,848.64,571.5,948.64,2181.07,1461.07,2488.14,0,2019-12-21
459,2220,74,Female,0.0,self_employed,834.0,3,8,2063.38,1819.55,2246.92,4484.58,0.19,0.19,75.54,504.89,1862.29,1939.64,0,2019-09-18
461,1750,34,Female,0.0,self_employed,1084.0,3,256,3455.52,3451.88,3451.64,3155.67,0.56,0.56,0.56,0.56,3453.45,3451.88,0,2019-08-27
462,2129,39,Female,0.0,self_employed,623.0,3,42,7640.48,7140.48,7260.24,6585.56,0.54,0.54,0.54,0.54,7502.55,7140.48,0,NaT
465,2064,81,Female,0.0,self_employed,1096.0,2,1092,2544.52,905.88,3065.57,5404.08,1384.5,26379.42,150.27,26578.5,1940.01,2476.8,0,2019-12-18
466,1627,38,Male,0.0,self_employed,1020.0,2,758,6044.34,7660.26,8299.54,4756.15,0.13,0.13,1616.04,5354.44,6857.59,8854.3,1,2019-04-17
467,2328,37,Female,0.0,self_employed,656.0,3,1581,4373.34,3701.91,2560.32,1825.79,1386.04,2857.47,714.61,0.33,4332.45,2503.75,0,2019-12-11
469,1953,67,Male,0.0,salaried,904.0,3,1136,342.92,5915.56,2993.06,1499.59,0.16,5771.59,5428.73,785.71,1521.01,3053.4,1,2019-11-22
472,2460,26,Male,0.0,salaried,1096.0,1,89,2200.65,2204.7,2057.67,3294.66,810.46,741.54,632.94,813.99,2414.01,2397.09,0,2019-12-13
473,2442,90,Female,0.0,self_employed,1111.0,3,1351,1534.0,1534.0,1534.0,1522.68,0.64,0.64,0.64,0.64,1534.0,1534.0,0,NaT
474,2009,64,Female,0.0,self_employed,1020.0,3,5,5597.74,5597.74,5468.39,5535.21,0.27,0.27,0.27,0.27,5597.74,5557.74,0,2019-07-16
475,1943,90,Male,0.0,self_employed,1111.0,2,1223,6164.76,6164.76,6164.76,6125.71,0.63,0.63,0.63,0.63,6164.76,6164.76,0,NaT
476,2162,30,Male,0.0,salaried,427.0,2,244,1651.35,1636.94,2533.53,2032.05,214.64,0.36,200.23,2071.79,1520.27,2371.96,0,2019-12-31
477,2117,35,Male,1.0,salaried,409.0,2,134,2078.33,2091.91,1815.76,717.59,552.14,0.64,1750.15,924.52,1697.11,2197.6,0,2019-12-31
479,2235,46,Male,0.0,salaried,311.0,3,2264,2116.31,2144.88,2203.21,2377.91,0.56,0.56,0.56,79.13,2125.17,2224.14,0,2019-07-25
483,2310,52,Male,0.0,self_employed,917.0,3,1909,2616.43,2616.43,2554.98,2568.4,0.53,0.53,0.53,0.53,2616.43,2616.43,0,NaT
484,2118,38,Female,0.0,salaried,585.0,3,458,1426.08,1426.08,1453.27,1571.57,0.04,0.04,0.04,13.48,1426.08,1434.31,0,NaT
486,2313,80,Male,0.0,retired,834.0,1,174,87.48,87.48,3524.89,4417.77,0.51,0.51,0.51,8532.34,87.48,1760.74,1,2019-08-26
488,2444,52,Male,4.0,self_employed,1163.0,3,1789,1505.17,1921.15,2044.07,2237.69,0.34,0.34,386.16,455.37,1719.35,2063.0,0,2019-10-29
489,2223,34,Male,0.0,self_employed,623.0,3,472,2904.66,2904.66,2125.56,1625.03,0.09,0.09,0.09,0.09,2904.66,1695.22,0,2019-09-26
490,1989,59,Male,0.0,self_employed,1540.0,3,1541,5769.46,7213.0,3911.86,1336.26,0.01,7142.87,1409.14,242.8,6425.11,4774.22,0,2019-11-12
491,1932,35,Male,0.0,salaried,1494.0,2,388,1649.67,29.69,2895.22,840.27,1620.63,0.64,0.64,5714.93,700.02,5006.64,0,2019-12-20
492,2319,71,Female,0.0,self_employed,724.0,2,194,4887.92,4887.92,4909.42,4997.88,0.3,0.3,0.3,0.3,4887.92,4887.92,0,NaT
495,2060,46,Female,0.0,salaried,1020.0,2,13,5545.23,8714.65,7970.17,7863.68,87.64,848.63,1824.56,669.67,6161.25,8915.26,0,2019-12-28
496,2407,90,Male,0.0,self_employed,409.0,2,287,1419.36,2304.81,2369.84,2510.85,499.54,175.39,668.81,65.67,2159.97,2309.45,0,2019-12-17
497,1914,66,Female,0.0,self_employed,834.0,3,789,5166.3,5166.3,5166.3,5224.31,0.31,0.31,0.31,0.31,5166.3,5166.3,0,2019-04-16
499,2132,39,Female,0.0,salaried,146.0,2,41,3769.33,3466.48,3781.28,8063.05,265.83,265.83,0.11,0.11,3687.95,3306.62,0,2019-12-10
500,2256,45,Female,0.0,self_employed,1494.0,2,251,2133.95,2133.95,2133.95,2122.51,0.47,0.47,0.47,0.47,2133.95,2133.95,0,NaT
502,1877,45,Male,4.0,self_employed,224.0,2,137,2592.6,2894.87,2878.61,2649.52,0.59,0.59,92.3,280.29,2633.49,2973.59,0,2019-10-29
503,1629,76,Male,2.0,retired,1020.0,3,202,2263.53,2406.38,2439.7,2293.04,0.69,0.69,286.4,143.54,2312.79,2457.07,0,2019-08-08
506,2168,38,Female,0.0,self_employed,1232.0,2,104,1829.8,1829.23,1829.33,1808.18,0.57,0.57,0.57,0.57,1829.51,1829.23,0,NaT
508,2286,13,Female,0.0,student,146.0,2,312,4672.45,5458.17,5903.32,3713.64,0.04,0.04,785.76,500.04,4894.13,6186.28,0,NaT
509,1812,43,Female,2.0,self_employed,1494.0,3,1007,916.41,216.41,3963.35,2945.66,700.21,0.21,0.21,15474.01,506.07,10634.69,0,2019-12-20
510,2373,31,Male,2.0,self_employed,665.0,2,177,1795.75,3132.72,2196.33,2021.43,0.19,1128.76,1360.19,571.61,2171.91,2393.67,0,2019-11-29
511,2362,22,Female,0.0,student,623.0,2,365,6405.24,6417.33,6332.39,4392.4,27.36,0.23,39.28,52.29,6425.64,6446.71,0,2019-12-07
513,2200,36,Male,2.0,self_employed,630.0,2,2140,2410.74,2408.27,2350.0,2205.49,0.07,100.36,0.07,0.07,2408.86,2340.26,0,2019-11-21
514,2021,45,Female,0.0,self_employed,287.0,3,2673,3993.61,3322.18,3347.82,2714.03,671.94,0.51,0.51,14.8,3678.34,3334.17,0,2019-12-17
516,2398,55,Male,2.0,self_employed,837.0,2,203,1421.82,2140.42,2313.8,3194.81,257.57,257.57,700.54,321.37,2014.89,2461.53,0,2019-12-06
517,2371,73,Female,0.0,retired,1020.0,3,1114,3000.63,2143.49,2080.64,918.95,0.63,0.63,357.77,45.47,3094.31,1813.99,0,NaT
518,2287,40,Male,1.0,self_employed,1262.0,2,215,4430.07,3179.63,3343.97,2064.3,90.11,0.69,1212.16,1250.84,4282.89,3047.04,0,2019-12-13
519,1704,49,Male,0.0,self_employed,409.0,1,217,6535.77,5999.91,6577.44,8167.62,0.64,0.64,0.64,0.64,6129.26,6183.14,0,2019-08-16
521,1863,51,Female,0.0,self_employed,491.0,2,279,7911.21,7944.0,8130.32,7093.66,122.89,0.59,0.59,95.5,8018.05,8057.11,1,2019-12-06
522,2418,54,Female,0.0,self_employed,737.0,3,3019,1714.66,1568.32,1547.58,1677.19,143.04,143.04,0.19,0.19,1630.92,1501.56,0,2019-12-20
523,2278,61,Male,0.0,self_employed,1577.0,2,815,4307.37,4378.8,4361.56,4392.68,0.3,0.3,71.73,0.3,4327.08,4378.8,0,2019-06-02
525,2302,90,Male,0.0,self_employed,1020.0,1,11,1842.23,1481.94,1990.8,1320.65,591.9,1212.61,429.04,357.61,1707.78,2160.35,0,2019-12-03
526,2273,7,Male,0.0,student,146.0,3,628,5238.52,4989.56,4336.33,116.51,0.3,0.3,2608.49,1758.4,5738.11,4556.78,1,NaT
527,2377,31,Male,0.0,self_employed,485.0,3,1601,261.28,6256.85,5344.24,635.18,19.23,0.37,6264.15,3976.2,4483.64,7502.14,1,2019-12-28
529,2320,79,Female,0.0,retired,992.0,2,1446,1382.08,1506.79,1602.82,2279.24,23.3,9.71,143.47,0.61,1477.27,1503.27,0,2019-12-25
530,2023,67,Female,0.0,self_employed,1096.0,3,26,2092.82,2092.82,2093.97,2268.4,0.59,0.59,0.59,0.59,2092.82,2092.82,0,2019-03-16
531,2123,37,Female,0.0,salaried,630.0,1,36,1761.53,1978.66,1973.67,3364.0,0.14,0.14,0.14,0.14,1963.68,1978.66,0,2019-07-09
537,2261,47,Female,0.0,self_employed,1256.0,3,1454,1671.69,1671.69,1670.61,1632.87,0.03,0.03,0.03,0.03,1671.69,1671.69,0,2019-10-09
538,2217,76,Male,0.0,retired,914.0,3,2615,3368.08,2895.97,2969.17,2262.76,351.14,0.46,0.46,0.46,3276.19,2892.05,0,2019-12-16
539,1563,17,Female,0.0,student,409.0,2,1220,2914.67,2914.67,2994.69,3421.28,0.59,0.59,0.59,0.59,2914.67,2914.67,0,NaT
540,2157,50,Female,0.0,self_employed,1020.0,2,89,4200.87,2929.44,3206.37,277.83,0.69,0.69,0.69,0.69,3806.29,2929.44,0,NaT
541,2382,44,Male,0.0,salaried,834.0,3,2807,1795.59,1956.42,1883.09,1992.53,0.07,0.07,0.07,0.07,1837.73,1820.63,1,2019-03-03
542,2404,9,Female,0.0,student,146.0,2,2729,3414.7,4343.27,4545.9,3155.2,0.6,232.34,1072.03,1072.03,3927.02,5165.29,0,2019-11-03
543,2205,49,Male,0.0,self_employed,551.0,3,550,7504.64,8536.6,8301.52,7814.79,0.24,0.24,1039.04,0.24,7838.09,8535.2,0,2019-09-22
544,1466,75,Female,0.0,retired,1271.0,1,101,5768.51,5163.51,5083.65,3209.49,605.31,605.31,0.31,0.31,5685.07,5085.45,0,2019-12-06
547,1765,47,Female,0.0,salaried,1096.0,1,1562,2072.79,2072.79,3071.02,600.98,0.7,0.7,0.7,2857.84,2072.79,4561.27,0,2019-06-02
549,2261,28,Female,0.0,self_employed,1020.0,2,1438,1433.7,1433.7,1463.66,1641.37,0.67,0.67,0.67,0.67,1433.7,1433.7,0,2019-04-17
552,2425,50,Male,0.0,salaried,575.0,2,75,60.07,1345.78,2991.62,11766.66,0.36,1066.87,1286.07,0.36,991.1,588.9,0,2019-11-24
553,2169,62,Male,0.0,retired,1096.0,2,272,2423.63,2423.63,2423.63,2434.45,0.33,0.33,0.33,0.33,2423.63,2423.63,0,NaT
555,2317,70,Male,0.0,salaried,491.0,2,93,1991.37,4961.58,2123.24,2776.17,0.48,4.05,1256.0,539.1,2694.0,2610.88,0,2019-12-26
